,0,1,2
111,206275.5927,403859.6121,2.01303E+15
,,,
112,205932.9642,406610.8975,2.01304E+15
,,,
113,207777.9634,404851.9187,2.01304E+15
,,,
114,204260.9944,404771.3624,2.01304E+15
,,,
115,206477.4206,404666.9952,2.01304E+15
,,,
116,206730.6581,405969.8462,2.01305E+15
,,,
117,206476.181,404142.7807,2.01305E+15
,,,
118,206501.6203,404441.033,2.01305E+15
,,,
119,204968.0754,406896.9264,2.01305E+15
,,,
120,205367.647,406438.8507,2.01306E+15
,,,
121,203867.5488,405016.3866,2.01306E+15
,,,
122,206821.6548,405977.3285,2.01306E+15
,,,
123,204050.4224,408659.7855,2.01306E+15
,,,
124,205718.8243,407000.9236,2.01306E+15
,,,
125,204246.5506,405044.394,2.01307E+15
,,,
126,205224.8445,406770.2293,2.01307E+15
,,,
127,204708.7375,408649.2516,2.01307E+15
,,,
128,205914.9001,407191.0321,2.01307E+15
,,,
129,209638.593,402214.6637,2.01307E+15
,,,
130,210151.5024,401321.0058,2.01308E+15
,,,
131,207852.9404,403532.7884,2.01308E+15
,,,
132,204690.273,404750.6153,2.01308E+15
,,,
133,207583.6659,403754.4587,2.01308E+15
,,,
134,205828.8079,405493.9064,2.01308E+15
,,,
135,204258.8514,404798.3618,2.01309E+15
,,,
136,205398.7982,407930.6049,2.01309E+15
,,,
137,206083.6791,405727.3415,2.01309E+15
,,,
138,206542.4543,405614.7137,2.0131E+15
,,,
139,206067.1801,406200.4421,2.0131E+15
,,,
140,205208.2815,408393.7839,2.01311E+15
,,,
141,206921.1683,406266.9678,2.01311E+15
,,,
142,204514.8374,405199.8685,2.01311E+15
,,,
143,204781.3443,408539.591,2.01312E+15
,,,
144,205100.579,406621.5158,2.01312E+15
,,,
145,206625.4256,405816.2308,2.01312E+15
,,,
146,206734.3038,405657.7415,2.01312E+15
,,,
147,205456.6751,407009.5456,2.01312E+15
,,,
148,207405.4603,406627.6629,2.01312E+15
